정리된 역명,총승하차인원,사용일자수,평균 하루 총 승하차인원
능동사거리.군자역7번출구,101327,33,3071.0
양재역7번출구.프라자약국,138155,45,3070.0
목동7단지,138026,45,3067.0
장안동삼성쉐르빌아파트,137888,45,3064.0
광진문화예술회관,137875,45,3064.0
남산예장버스환승주차장,137796,45,3062.0
삼성본관앞,137486,45,3055.0
불광지구대,137258,45,3050.0
신사역3번출구,137223,45,3049.0
가오리역,137140,45,3048.0
서림동주민센터.신화단지,136898,45,3042.0
건영아파트,136799,45,3040.0
상봉역4번출구,136764,45,3039.0
차병원,136605,45,3036.0
독산동성당앞,136586,45,3035.0
시청앞.덕수궁,136513,45,3034.0
난곡우체국사거리,136452,45,3032.0
연세로.문학의거리,136442,45,3032.0
전농우체국앞,136401,45,3031.0
포스코빌딩,136405,45,3031.0
영동고등학교현대아파트,136297,45,3029.0
새마을금고,136204,45,3027.0
신정현대아파트.서부트럭터미널,135990,45,3022.0
반포대교남단.한강시민공원입구,135839,45,3019.0
구일역.제일제당,135700,45,3016.0
용문사.시립화곡청소년센터,135650,45,3014.0
경동시장,135540,45,3012.0
서서울호수공원,135444,45,3010.0
화곡동대림아파트.화곡중앙시장,135232,45,3005.0
래미안강남힐즈,135145,45,3003.0
안암역,135080,45,3002.0
하계미성아파트.을지병원,135037,45,3001.0
성현동동아아파트,134917,45,2998.0
청량리역6번출구,134844,45,2997.0
한신아파트,134789,45,2995.0
흑석역.명수대현대아파트,134729,45,2994.0
개봉역.한마을아파트,134662,45,2992.0
한강중학교,134575,45,2991.0
신설동로터리,134563,45,2990.0
일지아트홀,134469,45,2988.0
영도중.강서고입구.기아양서대리점,134458,45,2988.0
전동초등학교.전농동SK아파트,134284,45,2984.0
남서울농협남현동지점,134081,45,2980.0
DMC파크뷰자이,133993,45,2978.0
원효로3가,133613,45,2969.0
중계역,133451,45,2966.0
강서보건소.9호선등촌역,133468,45,2966.0
KT강남지사,133374,45,2964.0
사직단,132921,45,2954.0
독립문공원.극동아파트,38298,13,2946.0
사당역9번출구앞,132566,45,2946.0
DMC래미안e.편한세상요진아파트,132325,45,2941.0
시흥사거리.대명시장,132172,45,2937.0
신곡시장.금빛새마을금고,132018,45,2934.0
씨네시티앞,131663,45,2926.0
도곡역4번출구,96552,33,2926.0
보성여중고입구,131649,45,2926.0
을지로3가,131639,45,2925.0
우리은행장안지점앞,122828,42,2924.0
서빙고신동아아파트,131563,45,2924.0
더현대서울,131464,45,2921.0
양평한신아파트.선유도공원입구,131399,45,2920.0
상일동역6번출구.고덕아르테온,131312,45,2918.0
용산경찰서,131079,45,2913.0
개롱역3번출구,131018,45,2912.0
박석고개.신도고등학교,130922,45,2909.0
역말사거리,130730,45,2905.0
광운대역,130687,45,2904.0
행신초등학교,130525,45,2901.0
구로2동성당,130520,45,2900.0
한국가스기술공사,130419,45,2898.0
영등포시장역4번출구,130334,45,2896.0
우장산역4번출구,130300,45,2896.0
보문동주민센터,130248,45,2894.0
성산119안전센터,130234,45,2894.0
진흥아파트,130080,45,2891.0
을지로6가.국립중앙의료원,129945,45,2888.0
서일초등학교,129961,45,2888.0
돈암2동주민센터입구.흥천사,129960,45,2888.0
서대문역사거리.농협중앙회,129915,45,2887.0
매봉역,129807,45,2885.0
논현역6번출구,129804,45,2885.0
덕성여중고,129798,45,2884.0
방학사거리,129403,45,2876.0
여의나루역2번출구,129324,45,2874.0
이수교,129231,45,2872.0
면목우체국.녹색병원,129195,45,2871.0
수유역.노스페이스문화센터,128884,45,2864.0
삼호물산,128219,45,2849.0
여의도공원,128003,45,2845.0
용산구청.이태원시장,128045,45,2845.0
서울공업고등학교,127887,45,2842.0
구의사거리,127824,45,2841.0
관악푸르지오아파트,127617,45,2836.0
창문여고앞,127431,45,2832.0
낙생육교,127304,45,2829.0
신월5동주민센터.신월중학교,127175,45,2826.0
마들역,127053,45,2823.0
신길힐스테이트클래시안아파트,126749,45,2817.0
신사초등학교,126431,45,2810.0
미아사거리역2번출구,126448,45,2810.0
서울상록회관.한국기술센터,125893,45,2798.0
동아.위더스빌아파트,125807,45,2796.0
벽산아파트1단지.호압사입구,125821,45,2796.0
퇴계로2가.명동역7번출구,125581,45,2791.0
장지역2번출구,125580,45,2791.0
흑석역.흑석동빗물펌프장,125490,45,2789.0
신대방현대아파트,125487,45,2789.0
독산동남문시장,125283,45,2784.0
성동구민종합체육센터,124990,45,2778.0
덕의초등학교,124963,45,2777.0
숭곡초등학교입구,124922,45,2776.0
백석동.요진와이시티,124918,45,2776.0
동부아파트,124889,45,2775.0
도봉보건소.북한산아이파크아파트,124668,45,2770.0
아이파크아파트.백석중학교.실로암안과,124667,45,2770.0
청년회의소,124629,45,2770.0
KT구로지사,124568,45,2768.0
구기동,124520,45,2767.0
마천사거리,91193,33,2763.0
목동2단지,124066,45,2757.0
관악역,123790,45,2751.0
북가좌2동주민센터,123722,45,2749.0
대동초등학교.명지성모병원,123680,45,2748.0
보문동성당,123602,45,2747.0
금란교회,123570,45,2746.0
지하철7호선중화역2번출구,123464,45,2744.0
남구로역3번출구,123321,45,2740.0
명일여자고등학교,123156,45,2737.0
한국폴리텍1대학,123186,45,2737.0
대한사회복지회,123023,45,2734.0
서초역3번출구,122989,45,2733.0
우신향병원,122870,45,2730.0
왕십리광장.왕십리역4번출구,122710,45,2727.0
예술인마을.사당초등학교,122664,45,2726.0
화곡2동주민센터,122567,45,2724.0
개봉푸르지오아파트,122419,45,2720.0
용산꿈나무종합타운.보건분소,122255,45,2717.0
자양하늘채베르아파트앞,122267,45,2717.0
후암시장,122144,45,2714.0
우장산역1번출구,122150,45,2714.0
홍제역.1번출구,121857,45,2708.0
경남아너스빌아파트,121827,45,2707.0
장위1동주민센터,121735,45,2705.0
동교로사거리,121690,45,2704.0
신성초등학교,121530,45,2701.0
서울대입구역2호선,121536,45,2701.0
개봉사거리,121361,45,2697.0
여의나루역1번출구,121246,45,2694.0
면목두산아파트2차,121155,45,2692.0
명지대사거리.우리은행,121102,45,2691.0
송파나루역,121012,45,2689.0
서강대학교,120790,45,2684.0
동작역.국립현충원,120630,45,2681.0
수락산역3번출구,120531,45,2678.0
자양미소약국.자양골목시장,120517,45,2678.0
서대문구청.보건소.구의회,120493,45,2678.0
연신내역.물빛공원,120394,45,2675.0
화곡동백구사,120086,45,2669.0
화랑대역2번출구,120059,45,2668.0
연희동자치회관,120002,45,2667.0
방학초등학교,87993,33,2666.0
우신고등학교,119928,45,2665.0
용산역,119943,45,2665.0
시흥동은행나무,119815,45,2663.0
서울시립대학교앞,119693,45,2660.0
누리꿈스퀘어.MBC,119599,45,2658.0
서라벌중학교.우이동대우아파트,119533,45,2656.0
양천공영차고지,119392,45,2653.0
용두동사거리.한국의류시험연구원,119174,45,2648.0
동묘앞역.롯데캐슬천지인,119117,45,2647.0
월곡동두산아파트,119049,45,2646.0
지식산업센터,119016,45,2645.0
서원역1번출구,118951,45,2643.0
현대아파트앞,118855,45,2641.0
강서한방병원,118805,45,2640.0
원당역,118817,45,2640.0
옥수역4번출구,118759,45,2639.0
신한은행방학동지점,118472,45,2633.0
KT강서지사,118505,45,2633.0
송천초등학교.미아뉴타운입구,118465,45,2633.0
서초청소년도서관,118425,45,2632.0
목동7단지.종로학원,118446,45,2632.0
사당동우체국앞,118394,45,2631.0
묵1동주민센터입구.먹골역,118281,45,2628.0
옥수역,118263,45,2628.0
응암역.신사오거리,118263,45,2628.0
샛강역4번출구.여의도자이,118238,45,2628.0
방배노인종합복지관,118223,45,2627.0
당산역2번출구,118187,45,2626.0
증산종합시장.증산중학교입구,118112,45,2625.0
관악사삼거리,118108,45,2625.0
남구로역,118130,45,2625.0
압구정역3번출구,118102,45,2624.0
중곡동입구,118100,45,2624.0
시청서소문2청사,117928,45,2621.0
발산역.우장산힐스테이트,117933,45,2621.0
성북청수도서관.정릉4동성당,117885,45,2620.0
한국전력동대문중랑지사,117907,45,2620.0
서울대벤처타운역.삼성동시장,117882,45,2620.0
구파발역입구,117825,45,2618.0
도곡1차아이파크.역삼청소년수련관,117700,45,2616.0
신설동역.서울풍물시장,117666,45,2615.0
서울시립대입구,117650,45,2614.0
마천동사거리,31340,12,2612.0
서대문역사거리.적십자병원,117443,45,2610.0
영등포시장역3번출구,117396,45,2609.0
망원시장.망원동월드컵시장입구,116788,45,2595.0
서빙고역1번출구,116743,45,2594.0
하얏트호텔,116562,45,2590.0
강남중학교,116296,45,2584.0
금천우체국.독산1동주민센터,115993,45,2578.0
서울바이오허브,115971,45,2577.0
강남경찰서.강남운전면허시험장,115743,45,2572.0
용마공원입구,115686,45,2571.0
혜화역.서울연극센터,115695,45,2571.0
돈암시장입구,115648,45,2570.0
서울대벤처타운역1번출구,115628,45,2570.0
번동초교.솔그린APT.하나은행,115586,45,2569.0
남부시장,115559,45,2568.0
장한평역4번출구,115475,45,2566.0
목동이대병원.목동6단지앞,115405,45,2565.0
구의2동주민센터입구,115317,45,2563.0
남산3호터널.서울애니메이션센터,115222,45,2560.0
화곡동남부시장,115137,45,2559.0
서초그랑자이아파트,115107,45,2558.0
구산중학교.구산교회,115093,45,2558.0
서울방이동고분군,114864,45,2553.0
신답초등학교.청계한신휴플러스,114866,45,2553.0
개봉1동사거리.개봉푸르지오아파트,114891,45,2553.0
도선사거리,114709,45,2549.0
동답한신동아아파트,114681,45,2548.0
이수역2번출구,114581,45,2546.0
동산교회앞,114500,45,2544.0
한성대정문,114440,45,2543.0
인덕대앞,114316,45,2540.0
미림여고.미림여자정보과학고,114215,45,2538.0
동작상떼빌아파트,114195,45,2538.0
석촌고분역.올림픽병원,114153,45,2537.0
흑석동효사정앞,114113,45,2536.0
녹사평역,114076,45,2535.0
숭실대중문앞,114032,45,2534.0
반포미도아파트앞,113996,45,2533.0
청덕초교,113954,45,2532.0
화곡중고등학교,113581,45,2524.0
신길가마산로교차로,113462,45,2521.0
장위동고개,113415,45,2520.0
서울아산병원동관,113286,45,2517.0
망원전철역,113145,45,2514.0
래미안블레스티지아파트,113076,45,2513.0
구립가산도서관.두산위브아파트,113020,45,2512.0
독산고개,112860,45,2508.0
안양남초등학교,112692,45,2504.0
묵동구길,112438,45,2499.0
월곡1동주민센터,112394,45,2498.0
월드컵파크9.10.11.12단지,112333,45,2496.0
휘경동입구,112280,45,2495.0
월드컵파크5단지.상암중고등학교입구,112236,45,2494.0
한양대정문앞,112032,45,2490.0
강남역12번출구,112042,45,2490.0
양재역말죽거리.강남베드로병원,112069,45,2490.0
잠실우성4차현대아파트,111859,45,2486.0
을지로입구.로얄호텔,111272,45,2473.0
서울신정초등학교,111284,45,2473.0
동아제약앞,111266,45,2473.0
강동첨단업무단지.상일여고입구,111257,45,2472.0
정릉입구.정릉역,111139,45,2470.0
상봉2동복합청사.도서관,110897,45,2464.0
삼양입구사거리,110754,45,2461.0
강북청년창업마루,110756,45,2461.0
남산도서관.용산도서관,110744,45,2461.0
목동문화체육센터.건영아파트,110600,45,2458.0
문정1동주민센터.로데오거리,110562,45,2457.0
서초동예술의전당,110265,45,2450.0
숭실대별관앞,110194,45,2449.0
역삼역.포스코타워역삼,110144,45,2448.0
4.19민주묘지역,110064,45,2446.0
현대벤처빌.현대썬앤빌,102542,42,2441.0
정금마을,109748,45,2439.0
인덕원역3번출구,109600,45,2436.0
당산119안전센터.당산역,109428,45,2432.0
도곡1동주민센터.역삼럭키아파트,109396,45,2431.0
홍제삼거리.인왕산한신휴플러스,109216,45,2427.0
종로5가.효제초등학교,109195,45,2427.0
진흥아파트청담역,109164,45,2426.0
천호동공원,109014,45,2423.0
가산동주민센터.금천글로벌센터,108919,45,2420.0
노원구민의전당,108821,45,2418.0
신내교회.신내데시앙아파트,108529,45,2412.0
신월2동주민센터입구,108310,45,2407.0
퇴계로5가,108264,45,2406.0
자하문터널입구.석파정,108274,45,2406.0
봉림교,108288,45,2406.0
고양경찰서.토당청소년수련관,108234,45,2405.0
성촌마을입구,107966,45,2399.0
무역센터.삼성역,107865,45,2397.0
신정네거리해누리분수광장,107879,45,2397.0
진명여고,107754,45,2395.0
한티역2번출구.서울강남고용노동지청,107748,45,2394.0
은평경찰서,107623,45,2392.0
방학동신동아아파트,107633,45,2392.0
월드컵파크5단지,107620,45,2392.0
한빛종합사회복지관,107638,45,2392.0
당진슈퍼,107548,45,2390.0
코트라,107466,45,2388.0
무학여고앞,107441,45,2388.0
답십리1동주민센터.래미안위브,107437,45,2387.0
송파미성.가락삼익아파트,78732,33,2386.0
서울대학교치과병원.동물병원,107376,45,2386.0
일동제약사거리,107334,45,2385.0
건대입구역6번출구,107164,45,2381.0
신도봉사거리,107145,45,2381.0
천왕역2번출구,106747,45,2372.0
경문고등학교,106715,45,2371.0
평촌동행정복지센터.인덕원센트럴푸르지오,106545,45,2368.0
서울일원동우체국,106503,45,2367.0
일산동부경찰서,106498,45,2367.0
송동마을.서초힐스아파트,106473,45,2366.0
휘경여중고휘경주공아파트앞,106433,45,2365.0
이대부중,106353,45,2363.0
e편한세상수색에코포레,106235,45,2361.0
광운대학교,106258,45,2361.0
삼부아파트,106162,45,2359.0
KT가좌지사,106138,45,2359.0
명일1동주민센터,106124,45,2358.0
길음동동부아파트,106094,45,2358.0
장성교회,106085,45,2357.0
아가방빌딩.하나은행,105931,45,2354.0
서울현대요양병원,105914,45,2354.0
금천패션아울렛사거리.W몰,105891,45,2353.0
서안양우체국,105660,45,2348.0
장지역.가든파이브라이프동,105480,45,2344.0
벽산아파트,105476,45,2344.0
대림동우성아파트,105477,45,2344.0
국민은행방학지점,30447,13,2342.0
롯데몰.김포공항역,105085,45,2335.0
옥수삼성아파트.래미안옥수리버젠,104871,45,2330.0
상도역7호선,104739,45,2328.0
목동성원아파트,104724,45,2327.0
역삼중학교.강남세브란스병원,104731,45,2327.0
지하철2호선교대역2,104724,45,2327.0
삼성광나루아파트.암사동유적,104735,45,2327.0
면동초등학교,104567,45,2324.0
봉화산역2번출구,104542,45,2323.0
북아현삼거리,104394,45,2320.0
발산역2번출구,104364,45,2319.0
구일우성아파트,104208,45,2316.0
경향렉스빌.롯데캐슬비엔,104028,45,2312.0
공덕역2번출구,104054,45,2312.0
삼성래미안.롯데캐슬,104057,45,2312.0
신림고등학교,104018,45,2312.0
서원역,103947,45,2310.0
서울지방병무청앞,103967,45,2310.0
북부수도사업소,103825,45,2307.0
잠실새내역.잠실2동주민센터,103791,45,2306.0
경문고교.배나무골앞,103729,45,2305.0
하나고.삼천사.진관사입구,103675,45,2304.0
영동중앙교회,103656,45,2303.0
서부트럭터미널.신정동일하이빌아파트,103524,45,2301.0
인수동장미원,103475,45,2299.0
상암고등학교,103266,45,2295.0
한남역.용산노인종합복지관,103196,45,2293.0
서대문구청.서대문구의회,103119,45,2292.0
서초역.서울중앙지법등기국,103076,45,2291.0
방배역1번출구,103049,45,2290.0
삼성동주민센터,102813,45,2285.0
강변역.테크노마트앞,102736,45,2283.0
중앙보훈병원역3번출구,102714,45,2283.0
중앙대병원후문.흑석시장,102513,45,2278.0
